mean_test_score,std_test_score,params
0.9644057971014492,0.022510675662862075,"{'learning_rate': 1, 'max_depth': 3, 'max_features': 'log2', 'n_estimators': 300, 'subsample': 1.0}"
0.9481739130434782,0.029387588022201754,"{'learning_rate': 1, 'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 100, 'subsample': 0.8}"
0.9748405797101449,0.005140823020845335,"{'learning_rate': 1, 'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 100, 'subsample': 1.0}"
0.8929855072463768,0.07933739458927448,"{'learning_rate': 1, 'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 200, 'subsample': 0.8}"
0.9791304347826086,0.003720998617015951,"{'learning_rate': 1, 'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 200, 'subsample': 1.0}"
0.8475362318840579,0.11612449410285854,"{'learning_rate': 1, 'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 300, 'subsample': 0.8}"
0.9802898550724638,0.0037925628368222705,"{'learning_rate': 1, 'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 300, 'subsample': 1.0}"
0.9481739130434782,0.029387588022201754,"{'learning_rate': 1, 'max_depth': 5, 'max_features': 'log2', 'n_estimators': 100, 'subsample': 0.8}"
0.9748405797101449,0.005140823020845335,"{'learning_rate': 1, 'max_depth': 5, 'max_features': 'log2', 'n_estimators': 100, 'subsample': 1.0}"
0.8929855072463768,0.07933739458927448,"{'learning_rate': 1, 'max_depth': 5, 'max_features': 'log2', 'n_estimators': 200, 'subsample': 0.8}"
0.9791304347826086,0.003720998617015951,"{'learning_rate': 1, 'max_depth': 5, 'max_features': 'log2', 'n_estimators': 200, 'subsample': 1.0}"
0.8475362318840579,0.11612449410285854,"{'learning_rate': 1, 'max_depth': 5, 'max_features': 'log2', 'n_estimators': 300, 'subsample': 0.8}"
0.9802898550724638,0.0037925628368222705,"{'learning_rate': 1, 'max_depth': 5, 'max_features': 'log2', 'n_estimators': 300, 'subsample': 1.0}"
0.94168115942029,0.05876053669026264,"{'learning_rate': 1, 'max_depth': 7, 'max_features': 'sqrt', 'n_estimators': 100, 'subsample': 0.8}"
0.9788985507246377,0.0059526945637071,"{'learning_rate': 1, 'max_depth': 7, 'max_features': 'sqrt', 'n_estimators': 100, 'subsample': 1.0}"
0.9448115942028984,0.053659243656071505,"{'learning_rate': 1, 'max_depth': 7, 'max_features': 'sqrt', 'n_estimators': 200, 'subsample': 0.8}"
0.9791304347826086,0.005866254210167429,"{'learning_rate': 1, 'max_depth': 7, 'max_features': 'sqrt', 'n_estimators': 200, 'subsample': 1.0}"
0.9452753623188406,0.053899452860799536,"{'learning_rate': 1, 'max_depth': 7, 'max_features': 'sqrt', 'n_estimators': 300, 'subsample': 0.8}"
0.9791304347826086,0.005866254210167429,"{'learning_rate': 1, 'max_depth': 7, 'max_features': 'sqrt', 'n_estimators': 300, 'subsample': 1.0}"
0.94168115942029,0.05876053669026264,"{'learning_rate': 1, 'max_depth': 7, 'max_features': 'log2', 'n_estimators': 100, 'subsample': 0.8}"
0.9788985507246377,0.0059526945637071,"{'learning_rate': 1, 'max_depth': 7, 'max_features': 'log2', 'n_estimators': 100, 'subsample': 1.0}"
0.9448115942028984,0.053659243656071505,"{'learning_rate': 1, 'max_depth': 7, 'max_features': 'log2', 'n_estimators': 200, 'subsample': 0.8}"
0.9791304347826086,0.005866254210167429,"{'learning_rate': 1, 'max_depth': 7, 'max_features': 'log2', 'n_estimators': 200, 'subsample': 1.0}"
0.9452753623188406,0.053899452860799536,"{'learning_rate': 1, 'max_depth': 7, 'max_features': 'log2', 'n_estimators': 300, 'subsample': 0.8}"
0.9791304347826086,0.005866254210167429,"{'learning_rate': 1, 'max_depth': 7, 'max_features': 'log2', 'n_estimators': 300, 'subsample': 1.0}"
